document;siape;das;context
PORTARIA IPEA Nº 172, DE 3 DE ABRIL DE 2023Nº 172;;;Dispensar a servidora GRAZIELA FERRERO ZUCOLOTO, Matrícula SIAPE n° XX412XX, do encargo de substituta eventual do Coordenador de Ciência, Tecnologia e Inovação - COCTI, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 177, DE 3 DE ABRIL DE 2023Nº 177;;;Designar o servidor MAURO SANTOS SILVA, Matrícula SIAPE n° XX547XX, para exercer a função comissionada de Coordenador de Infraestrutura Econômica e Regulação - COINF, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA.
DESPACHO ;;;O afastamento do País da servidora LUCIANA MENDES SANTOS SERVO, Presidenta do Instituto de Pesquisa Econômica Aplicada - Ipea, no período de 04 a 09 de janeiro de 2026, incluindo trânsito, com ônus limitado, a fim de participar a convite da Observer Research Foundation/ORF, no evento de Transição do Conselho de Think Tanks do BRICS, bem como da visita à parceira Research and Information System for Developing Countries (RIS) - Handover BTTNF/BRICS, a realizar-se em Nova Délhi/Índia (Processo SEI nº 14021.108415/2025-53).
PORTARIA IPEA Nº 185, DE 6 DE ABRIL DE 2023Nº 185;;;Designar o servidor FERNANDO JOSE DA SILVA PAIVA RIBEIRO, Matrícula SIAPE nº XX009XX, para exercer a função comissionada de Coordenador de Estudos em Comércio Internacional - COECI, código FCE 1.10, da Coordenação-Geral de Estudos Internacionais - CGINT, da Diretoria de Estudos Internacionais - DINTE do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 183, DE 5 DE ABRIL DE 2023Nº 183;;;Designar o servidor BRUNO CESAR PINO OLIVEIRA DE ARAUJO, Matrícula SIAPE n° XX728XX, para exercer a função comissionada de Coordenador de Financiamento e Investimento - COFII, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 186, DE 6 DE ABRIL DE 2023Nº 186;;;Designar o servidor ALEXANDRE MAGNO DE VASCONCELOS MENDES, matrícula SIAPE nº XX765XX, para o encargo de substituto eventual do Coordenador de Serviços Gerais-COSGE, código FCE 1.10, da Coordenação-Geral de Contratações, Serviços Gerais e Apoio à Pesquisa - CGCAP, da Diretoria de Desenvolvimento Institucional - DIDES, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA Nº 184, DE 6 DE ABRIL DE 2023Nº 184;;;Designar o servidor BERNARDO ALVES FURTADO, matrícula SIAPE nº XX028XX para o encargo de substituto eventual do Coordenador de Pós-Graduação e Capacitação - COPGC, código FCE 1.10, do Gabinete da Presidência, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA NORMATIVA IPEA Nº 243, DE 6 DE ABRIL DE 2023Nº 243;;;Art. 1º Designar como representantes do Ipea para compor o Comitê de Acompanhamento da Parceria (CAP) previsto no Anexo II do Memorando de Entendimento firmado entre Ipea e PNUD:
PORTARIA IPEA Nº 182, DE 5 DE ABRIL DE 2023Nº 182;;;Dispensar o servidor BRUNO CESAR PINO OLIVEIRA DE ARAUJO, Matrícula SIAPE n° XX728XX, do encargo de substituto eventual do Coordenador de Financiamento e Investimento - COFII, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 200, DE 11 DE ABRIL DE 2023Nº 200;;;Designar o servidor CLAUDIO ROBERTO AMITRANO, matrícula SIAPE nº XX054XX para o encargo de substituto eventual da Presidenta, código CCE 1.17, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais do titular.
PORTARIA IPEA Nº 192, DE 11 DE ABRIL DE 2023Nº 192;;;Designar o servidor BRUNO DE OLIVEIRA CRUZ, Matrícula SIAPE n° XX988XX, para exercer a função comissionada de Coordenador de Estudos Regionais e Desenvolvimento Federativo - COERF, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Regionais, Urbanas e Ambientais - CGRUR, da Diretoria de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 190, DE 11 DE ABRIL DE 2023Nº 190;;;Designar o servidor MARCO ANTONIO FREITAS DE HOLLANDA CAVALCANTI, Matrícula SIAPE n° XX005XX, para exercer a função comissionada de Coordenador de Modelos e Projeções Econômicas - COMPE, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Macroeconômicas - CGMAC, da Diretoria de Estudos e Políticas Macroeconômicas - DIMAC, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 188, DE 11 DE ABRIL DE 2023Nº 188;;;Designar a servidora REGINA HELENA ROSA SAMBUICHI, Matrícula SIAPE n° XX956XX, para exercer a função comissionada de Coordenadora de Estudos e Políticas Agropecuárias - COEPA, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Regionais, Urbanas e Ambientais - CGRUR, da Diretoria de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 197, DE 11 DE ABRIL DE 2023Nº 197;;;Dispensar o servidor CONSTANTINO CRONEMBERGER MENDES, Matrícula SIAPE n° XX991XX, do encargo de substituto eventual do Coordenador de Avaliação de Políticas Públicas - COAPP, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Regionais, Urbanas e Ambientais - CGRUR, da Diretoria de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 196, DE 11 DE ABRIL DE 2023Nº 196;;;Designar o servidor MATHEUS STIVALI, Matrícula SIAPE n° XX659XX, para exercer a função comissionada de Coordenador de Gestão de Dados e de Conhecimento - COGDC, código FCE 1.10, da Coordenação-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 187, DE 11 DE ABRIL DE 2023Nº 187;;;Dispensar a servidora REGINA HELENA ROSA SAMBUICHI, Matrícula SIAPE n° XX956XX, do encargo de substituta eventual do Coordenador de Estudos e Políticas Agropecuárias - COEPA, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Regionais, Urbanas e Ambientais - CGRUR, da Diretoria de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 199, DE 11 DE ABRIL DE 2023Nº 199;;;Designar o servidor FLAVIO LYRIO CARNEIRO, Matrícula SIAPE n° XX633XX, para exercer a função comissionada de Coordenador de Ciência de Dados e Análise de Políticas Públicas - CODAP, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas do Estado, das Instituições e da Democracia - CGEST, da Diretoria de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 198, DE 11 DE ABRIL DE 2023Nº 198;;;Designar o servidor CONSTANTINO CRONEMBERGER MENDES, Matrícula SIAPE n° XX991XX, para exercer a função comissionada de Coordenador de Avaliação de Políticas Públicas - COAPP, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Regionais, Urbanas e Ambientais - CGRUR, da Diretoria de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 11 DE ABRIL DE 2023Nº 194;;;Nº 194 - Dispensar o servidor MATHEUS STIVALI, Matrícula SIAPE n° XX659XX, do encargo de substituto eventual do Coordenador de Métodos, Dados e Projeções Microeconômicas - COMIC, código FCE 1.10, da Coordenação-Geral de Estudo e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA DE 11 DE ABRIL DE 2023Nº 195;;;Nº 195 - Dispensar o servidor ALEXANDRE SAMY DE CASTRO, Matrícula SIAPE n° XX005XX, da função comissionada de Coordenador de Gestão de Dados e de Conhecimento - COGDC, código FCE 1.10, da Coordenação-Geral de Ciência de Dados e Tecnologia da Informação - CGDTI, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 193, DE 11 DE ABRIL DE 2023Nº 193;;;Designar a servidora NATALIA MASSACO KOGA, matrícula SIAPE nº XX594XX, para o encargo de substituta eventual da Diretora de Estudos e Políticas do Estado, das Instituições e da Democracia - DIEST, código CCE 1.15, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA Nº 191, DE 11 DE ABRIL DE 2023Nº 191;;;Dispensar o servidor BRUNO DE OLIVEIRA CRUZ, Matrícula SIAPE n° XX988XX, do encargo de substituto eventual do Coordenador de Estudos Regionais e Desenvolvimento Federativo - COERF, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Regionais, Urbanas e Ambientais - CGRUR, da Diretoria de Estudos e Políticas Regionais, Urbanas e Ambientais - DIRUR, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 189, DE 11 DE ABRIL DE 2023Nº 189;;;Dispensar o servidor LEONARDO MELLO DE CARVALHO, Matrícula SIAPE n° XX826XX, da função comissionada de Coordenador de Modelos e Projeções Econômicas - COMPE, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Macroeconômicas - CGMAC, da Diretoria de Estudos e Políticas Macroeconômicas - DIMAC, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 202, DE 13 DE ABRIL DE 2023Nº 202;;;Art. 1º Ceder a servidora FERNANDA LIRA GOES, Matrícula SIAPE nº XX046XX, ocupante do cargo de Técnico de Planejamento e Pesquisa, pertencente ao Quadro de Pessoal da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA, para exercer a função comissionada de Coordenadora de Estudos e Acompanhamento de Temas Transversais, código FCE 1.10, da Coordenação-Geral de Estudos e Acompanhamento de Temas Transversais e Investimentos Plurianuais da Diretoria de Temas Transversais da Secretaria de Orçamento Federal do Ministério do Planejamento e Orçamento.
PORTARIA DE PESSOAL SE /MPO Nº 279, DE 12 DE ABRIL DE 2023Nº 279;;;Art. 1º Ceder a servidora pública PATRICIA MATOS MAGALHÃES ALBUQUERQUE, matrícula Siape nº 4097749, pertencente ao quadro de pessoal deste Ministério, para exercer a Função de Coordenadora-Geral de Planejamento, Gestão Estratégica e Orçamento, código FCE 1.13, na Diretoria de Desenvolvimento Institucional do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA DE PESSOAL SE /MPO Nº 279, DE 12 DE ABRIL DE 2023Nº 59;;;Art. 2º O ônus pela remuneração é do órgão cedente.
PORTARIA IPEA Nº 203, DE 14 DE ABRIL DE 2023Nº 203;;;Designar a servidora PATRÍCIA MATOS MAGALHÃES ALBUQUERQUE, Matrícula SIAPE n° XX977XX, para exercer a função comissionada de Coordenadora-Geral de Planejamento, Gestão Estratégica e Orçamento - CGPGO, código FCE 1.13, da Diretoria de Desenvolvimento Institucional - DIDES, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIA IPEA Nº 204, DE 17 DE ABRIL DE 2023Nº 204;;;Convalidar os atos praticados pela servidora ISABEL VIRGINIA DE ALENCAR PIRES, matrícula SIAPE nº XX535XX, por ter respondido no encargo de substituta eventual do Coordenador de Gestão de Pessoas e Projetos - COGPP, código FCE 1.10, da Gerência Regional do Instituto de Pesquisa Econômica Aplicada - IPEA, no Rio de Janeiro, no período de 7 de outubro 2022 a 15 de outubro de 2022.
PORTARIA IPEA Nº 205, DE 17 DE ABRIL DE 2023Nº 205;;;Designar o servidor LUIZ FERNANDO CORTEZ, Matrícula SIAPE nº XX650XX para, excepcionalmente, em virtude de férias do titular e ausência de substituto, responder pelas atribuições da Função Comissionada de Coordenador-Geral de Imprensa e Comunicação Social - CGCOM, código FCE 1.13, do Gabinete da Presidência do Instituto de Pesquisa Econômica Aplicada - IPEA, no período de 24 a 28 de abril de 2023.
PORTARIA IPEA Nº 206, DE 17 DE ABRIL DE 2023Nº 206;;;Designar o servidor JOÃO CLAUDIO GARCIA RODRIGUES LIMA, matrícula SIAPE nº XX013XX, para o encargo de substituto eventual do Coordenador-Geral de Imprensa e Comunicação Social - CGCOM, código FCE 1.13, do Gabinete da Presidência do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA Nº 207, DE 19 DE ABRIL DE 2023Nº 207;;;Autorizar o afastamento do País do servidor Alexandre dos Santos Cunha, ocupante do cargo Técnico de Planejamento e Pesquisa, matrícula SIAPE nº XX033XX, Chefe de Gabinete do Instituto de Pesquisa Econômica Aplicada - IPEA, para participar do Encontro de Soluções Globais, realizado pela Fundação da Iniciativa de Soluções Globais, que reúne financiadores e think tanks privados e governamentais, com o objetivo de abordar as questões globais mais prementes em Berlim/Alemanha, no período de 13 a 18 de maio de 2023, incluído trânsito, com ônus para o IPEA.
DESPACHO DE 19 DE ABRIL DE 2023 ;;;AUTORIZAR:
PORTARIA Nº 658, DE 18 DE ABRIL DE 2023Nº 658;;;Art. 1º Autorizar a Cessão do(a) servidor(a), pertencente ao quadro de Pessoal desta Universidade Federal Fluminense, na forma abaixo indicada:
PORTARIA IPEA Nº 209, DE 19 DE ABRIL DE 2023Nº 209;;;Art. 1º Ceder o servidor CARLOS OCTÁVIO OCKÉ REIS, Matrícula SIAPE nº XX820XX, ocupante do cargo de Técnico de Planejamento e Pesquisa pertencente ao Quadro de Pessoal da Fundação Instituto de Pesquisa Econômica Aplicada - IPEA, para a Função Comissionada Executiva de Coordenador-Geral de Estudos Estratégicos em Desenvolvimento e Saúde, código FCE 1.13, do Departamento de Economia da Saúde, Investimento e Desempenho, da Secretaria de Ciência, Tecnologia, Inovação e Complexo da Saúde do Ministério da Saúde.
PORTARIA IPEA Nº 208, DE 19 DE ABRIL DE 2023Nº 208;;;"Autorizar o afastamento do País da servidora Sandra Silva Paulsen, ocupante do cargo Técnico de Planejamento e Pesquisa, matrícula SIAPE nº XX70XX, da Diretoria de Estudos Internacionais - DINTE, do Instituto de Pesquisa Econômica Aplicada - IPEA, para participar do ""Simpósio com o tema: Transição Energética Justa"" sob a perspectiva dos BRICS: ""Desenvolvendo uma parceria para uma Transição Justa e Equitativa"", em Joanesburgo/África do Sul, no período de 22 a 28 de abril de 2023, incluído trânsito, com ônus limitado para o IPEA."
PORTARIA GM-MD Nº 2.208, DE 17 DE ABRIL DE 2023Nº 2;;;APROVAR A SELEÇÃO procedida pela Escola Superior de Guerra (ESG), em conformidade com o que preconiza Portaria GM-MD nº 4.859, de 15 de setembro de 2022, dos candidatos a seguir relacionados para matrícula no Curso de Altos Estudos em Defesa (CAED) edição 2023, da Escola Superior em Defesa (ESD), sediada em Brasília/DF, a ser realizado na modalidade presencial no período de 27 de fevereiro a 1º de dezembro de 2023, ficando convalidadas as atividades relativas ao Curso já realizadas até a data de publicação desta Portaria.
PORTARIA IPEA Nº 212, DE 20 DE ABRIL DE 2023Nº 212;;;Designar a servidora SANDRA SILVA PAULSEN, Matrícula SIAPE n° XX770XX, para exercer a função comissionada de Coordenadora de Estudos em Cooperação Internacional - COINT, código FCE 1.10, da Coordenação-Geral de Estudos Internacionais - CGINT da Diretoria de Estudos Internacionais - DINTE, do Instituto de Pesquisa Econômica Aplicada - IPEA.
PORTARIAS IPEA, DE 20 DE ABRIL DE 2023 ;;;N° 214 - Designar o servidor RAFAEL DA SILVEIRA SOARES LEÃO, Matrícula SIAPE nº XX829XX, para o encargo de substituto eventual do Coordenador de Cadeias Produtivas e Micro e Pequenas Empresas - COCAM, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - CGSET, da Diretoria de Estudos e Políticas Setoriais, de Inovação, Regulação e Infraestrutura - DISET, do Instituto de Pesquisa Econômica Aplicada - IPEA, nos afastamentos e impedimentos legais ou regulamentares do titular.
PORTARIA IPEA Nº 211, DE 20 DE ABRIL DE 2022Nº 211;;;Designar o servidor CLEANDRO HENRIQUE KRAUSE, Matrícula SIAPE n° XX053XX, para exercer a função comissionada de Coordenador de Estudos em Desenvolvimento Urbano - CODUR, código FCE 1.10, da Coordenação-Geral de Estudos e Políticas Regionais, Urbanas e Ambientais - CGRUR da Diretoria de Estudos e Políticas Regionais, Urbanos e Ambientais - DIRUR, do Instituto de Pesquisa Econômica Aplicada-IPEA.
